Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
7,1,1,1,0,78,63,54.0,0.0,36
7,1,1,1,0,26,88,20.0,0.0,36
7,1,1,1,0,15,4,68.0,0.0,36
7,1,1,1,0,42,6,112.0,0.0,36
7,1,1,1,0,26,88,20.0,0.0,36
7,1,1,1,0,224,126,65.0,0.0,36
7,1,1,1,0,32,26,55.0,0.0,36
7,1,1,1,0,17,53,20.0,0.0,36
7,1,1,1,0,53,60,112.0,0.0,36
7,1,1,1,0,53,63,20.0,0.0,24
7,1,1,1,0,77,57,20.0,0.0,36
7,1,1,1,0,47,145,20.0,0.0,36
7,1,1,1,0,84,26,41.0,0.0,36
7,1,1,1,0,4,118,39.0,0.0,36
7,1,1,1,0,42,21,20.0,0.0,36
7,1,1,1,0,133,125,86.0,0.0,36
7,1,1,1,0,22,26,35.0,0.0,36
7,1,1,1,0,18,53,20.0,0.0,36
7,1,1,1,0,69,57,23.0,0.0,36
7,1,1,1,0,15,129,34.0,0.0,36
7,1,1,1,0,40,93,74.0,0.0,36
7,1,1,1,0,5,145,20.0,0.0,36
7,1,1,1,0,54,102,24.0,0.0,36
7,1,1,1,0,4,53,26.0,0.0,36
7,1,1,1,0,100,57,88.0,0.0,36
7,1,1,1,0,33,91,26.0,0.0,36
7,1,1,1,0,13,88,20.0,0.0,36
7,1,1,1,0,123,140,99.0,0.0,60
7,1,1,1,0,138,21,22.0,0.0,36
7,1,1,1,0,203,63,55.0,0.0,36
7,1,1,1,0,14,57,31.0,0.0,26
7,1,1,1,0,50,26,23.0,0.0,30
7,1,1,1,0,12,102,36.0,0.0,36
7,1,1,1,0,194,129,21.0,0.0,36
7,1,1,1,0,4,79,20.0,0.0,36
7,1,1,1,0,9,57,20.0,0.0,56
7,1,1,1,0,80,118,152.0,0.0,36
7,1,1,1,0,226,140,112.0,0.0,35
7,1,1,1,0,46,61,102.0,0.0,36
7,1,1,1,0,14,57,31.0,0.0,27
7,1,1,1,0,26,102,33.0,0.0,36
7,1,1,1,0,26,102,31.0,0.0,36
7,1,1,1,0,35,79,20.0,0.0,36
7,1,1,1,0,34,137,58.0,0.0,36
7,1,1,1,0,4,79,20.0,0.0,36
7,1,1,1,0,7,145,38.0,0.0,36
7,1,1,1,0,4,79,20.0,0.0,36
7,1,1,1,0,148,128,69.0,0.0,36
7,1,1,1,0,6,129,27.0,0.0,33
7,1,1,1,0,8,57,20.0,0.0,36
7,1,1,1,0,14,26,21.0,0.0,36
7,1,1,1,0,10,88,20.0,0.0,36
7,1,1,10,0,7,138,29.0,0.0,36
7,1,1,10,0,7,59,22.0,0.0,36
7,1,1,10,0,63,79,10.0,0.0,36
7,1,1,10,0,1,122,10.0,0.0,36
7,1,1,10,0,5,118,10.0,0.0,56
7,1,1,10,0,14,118,45.0,0.0,36
7,1,1,10,0,5,79,10.0,0.0,36
7,1,1,10,0,28,110,37.0,0.0,36
7,1,1,10,0,35,40,11.0,0.0,36
7,1,1,10,0,84,44,80.0,0.0,36
7,1,1,10,0,2,57,16.0,0.0,36
7,1,1,10,0,22,53,13.0,0.0,36
7,1,1,10,0,38,68,20.0,0.0,21
7,1,1,10,0,24,53,13.0,0.0,36
7,1,1,10,0,5,56,16.0,0.0,36
7,1,1,10,0,23,53,25.0,0.0,36
7,1,1,10,0,90,68,21.0,0.0,36
7,1,1,10,0,154,129,74.0,0.0,36
7,1,1,10,0,2,118,10.0,0.0,36
7,1,1,10,0,2,26,32.0,0.0,36
7,1,1,10,0,80,68,29.0,0.0,36
7,1,1,10,0,4,26,15.0,0.0,36
7,1,1,10,0,19,26,27.0,0.0,36
7,1,1,10,0,6,118,14.0,0.0,36
7,1,1,10,0,11,4,80.0,0.0,36
7,1,1,10,0,3,56,29.0,0.0,36
7,1,1,10,0,2,57,10.0,0.0,36
7,1,1,10,0,6,53,19.0,0.0,36
7,1,1,10,0,13,145,10.0,0.0,36
7,1,1,10,0,92,56,29.0,0.0,36
7,1,1,10,0,43,11,69.0,0.0,36
7,1,1,10,0,5,53,55.0,0.0,36
7,1,1,10,0,4,79,10.0,0.0,33
7,1,1,10,0,55,20,10.0,0.0,36
7,1,1,10,0,10,56,56.0,0.0,36
7,1,1,10,0,81,68,19.0,0.0,24
7,1,1,10,0,5,140,10.0,0.0,30
7,1,1,10,0,3,57,27.0,0.0,36
7,1,1,10,0,33,140,11.0,0.0,24
7,1,1,10,0,32,140,80.0,0.0,33
7,1,1,10,0,18,79,10.0,0.0,31
7,1,1,10,0,5,118,16.0,0.0,36
7,1,1,10,0,7,68,27.0,0.0,36
7,1,1,10,0,42,26,27.0,0.0,36
7,1,1,10,0,92,140,10.0,0.0,30
7,1,1,10,0,78,46,10.0,0.0,36
7,1,1,10,0,6,56,12.0,0.0,36
7,1,1,10,0,19,118,32.0,0.0,36
7,1,1,10,0,8,126,16.0,0.0,36
7,1,1,10,0,65,83,80.0,0.0,36
7,1,1,10,0,38,118,10.0,0.0,36
7,1,1,10,0,79,140,80.0,0.0,54
7,1,1,10,0,12,26,35.0,0.0,36
7,1,1,10,0,8,53,19.0,0.0,36
7,1,1,10,0,5,56,10.0,0.0,36
7,1,1,10,0,90,118,10.0,0.0,36
7,1,1,10,0,5,56,10.0,0.0,36
7,1,1,10,0,7,56,10.0,0.0,36
7,1,1,10,0,7,129,29.0,0.0,36
7,1,1,10,0,2,71,11.0,0.0,36
7,1,1,10,0,10,118,24.0,0.0,36
7,1,1,10,0,12,102,78.0,0.0,36
7,1,1,10,0,14,26,22.0,0.0,36
7,1,1,10,0,7,129,43.0,0.0,36
7,1,1,10,0,74,44,105.0,0.0,36
7,1,1,0,0,11,118,20.0,0.0,36
7,1,1,0,0,2,68,92.0,0.0,37
7,1,1,0,0,6,79,20.0,0.0,27
7,1,1,0,0,2,118,20.0,0.0,36
7,1,1,0,0,3,56,31.0,0.0,36
7,1,1,0,0,7,118,20.0,0.0,37
7,1,1,0,0,74,140,84.0,0.0,22
7,1,1,0,0,3,118,30.0,0.0,36
7,1,1,0,0,2,79,20.0,0.0,56
8,0,1,25,0,18,56,31.0,12.4,118
8,0,1,25,0,12,56,31.0,12.4,118
10,1,1,15,0,5,57,38.0,14.44,48
12,0,1,25,0,41,19,23.0,9.2,42
13,0,1,22,0,5,118,3.99,1.12,48
13,0,1,22,0,69,118,11.95,3.35,48
13,0,1,22,0,131,118,17.53,4.91,48
9,0,1,8,0,7,56,22.0,7.7,29
9,0,1,8,0,15,26,40.0,14.0,42
9,0,1,8,0,103,79,22.0,7.7,49
9,0,1,8,0,2,57,18.0,6.3,48
9,0,1,8,0,41,57,37.0,12.95,32
9,0,1,8,0,3,79,18.0,6.3,46
9,0,1,8,0,6,53,26.0,9.1,58
9,0,1,8,0,9,88,18.0,6.3,27
9,0,1,8,0,15,79,22.0,7.7,36
9,0,1,8,0,89,102,30.0,10.5,66
9,0,1,8,0,33,126,26.0,9.1,33
9,0,1,8,0,21,53,35.0,12.25,47
9,0,1,8,0,87,26,83.0,29.05,22
9,0,1,25,0,33,4,58.0,20.3,54
9,0,1,25,0,241,4,69.0,24.15,56
9,0,1,25,0,14,26,45.0,15.75,50
9,0,1,25,0,10,4,45.0,15.75,45
9,0,1,25,0,43,26,0.0,24.15,70
7,1,0,1,0,22,140,126.0,0.0,118
0,1,1,25,0,168,41,0.0,69.16,22
1,0,1,2,0,22,129,49.39,17.29,48
2,0,1,9,1,31,118,22.1,5.53,24
2,0,1,9,0,38,118,61.1,15.28,37
2,0,1,9,0,7,118,23.4,5.85,45
2,0,1,9,0,12,118,38.35,9.59,48
2,0,1,9,0,5,118,17.55,4.39,22
2,0,1,9,0,10,118,22.1,5.53,26
2,0,1,9,0,7,118,17.55,4.39,31
2,0,1,9,0,53,118,115.7,28.93,28
2,0,1,9,0,53,118,115.7,28.93,35
2,0,1,17,0,29,118,87.1,21.77,69
2,0,1,17,0,34,118,24.05,6.01,62
2,0,1,13,0,13,118,63.7,15.93,53
2,0,1,4,0,547,118,252.85,63.21,33
2,0,1,4,0,365,118,389.0,97.25,27
2,0,1,4,1,368,118,252.85,63.21,32
2,0,1,4,0,367,118,187.85,46.96,76
2,0,1,3,0,396,118,389.35,97.34,37
2,0,1,3,0,377,118,0.0,69.71,36
6,1,1,16,0,7,61,49.5,29.7,42
6,1,1,16,0,6,4,39.6,23.76,37
6,1,1,16,0,119,79,29.7,17.82,35
6,1,1,16,0,4,61,19.8,11.88,31
6,1,1,16,0,26,125,148.5,89.1,31
6,1,1,16,0,6,129,39.6,23.76,38
6,1,1,16,0,7,68,0.0,23.76,51
6,1,1,16,0,26,79,39.6,23.76,43
6,1,1,16,0,8,79,29.7,17.82,51
6,1,1,16,0,41,126,59.4,35.64,60
6,1,1,16,0,7,79,49.5,29.7,31
6,1,1,16,0,68,140,59.4,35.64,46
6,1,1,16,0,76,79,39.6,23.76,36
6,1,1,16,0,52,5,237.6,142.56,56
6,1,1,16,0,89,4,69.3,41.58,31
6,1,1,16,0,57,23,0.0,47.52,30
6,1,1,16,0,67,104,138.6,83.16,31
6,1,1,16,0,22,93,39.6,23.76,49
6,1,1,16,0,32,140,39.6,23.76,31
6,1,1,16,0,6,138,39.6,23.76,36
6,1,1,16,0,76,79,39.6,23.76,44
6,1,1,16,0,34,4,89.1,53.46,57
6,1,1,16,0,1,122,9.9,5.94,33
6,1,1,16,0,20,4,19.8,11.88,41
6,1,1,16,0,105,140,89.1,53.46,41
6,1,1,16,0,46,140,59.4,35.64,30
6,1,1,16,0,5,79,39.6,23.76,57
6,1,1,16,0,190,93,128.7,77.22,36
7,1,1,1,0,43,68,71.0,0.0,36
7,1,1,1,1,44,4,69.0,0.0,36
7,1,1,1,0,81,71,48.0,0.0,34
7,1,1,1,0,90,140,112.0,0.0,26
7,1,1,1,0,4,79,29.0,0.0,51
7,1,1,1,0,36,139,94.0,0.0,36
7,1,1,1,0,141,118,192.0,0.0,36
7,1,1,1,0,118,57,20.0,0.0,36
7,1,1,1,0,29,53,26.0,0.0,36
7,1,1,1,0,13,26,38.0,0.0,36
7,1,1,1,0,15,145,20.0,0.0,67
7,1,1,1,0,292,26,39.0,0.0,36
7,1,1,1,0,27,21,20.0,0.0,36
7,1,1,1,0,47,63,68.0,0.0,36
7,1,1,1,0,22,57,20.0,0.0,36
7,1,1,1,0,8,88,25.0,0.0,36
7,1,1,1,0,98,56,34.0,0.0,36
7,1,1,1,0,21,63,50.0,0.0,36
7,1,1,1,0,12,26,38.0,0.0,36
7,1,1,1,0,62,57,20.0,0.0,36
7,1,1,1,0,8,126,37.0,0.0,36
7,1,1,1,0,106,139,85.0,0.0,36
7,1,1,1,0,6,121,112.0,0.0,36
7,1,1,1,0,35,79,20.0,0.0,36
7,1,1,1,0,13,139,64.0,0.0,36
7,1,1,1,0,68,129,20.0,0.0,36
7,1,1,1,0,6,79,20.0,0.0,36
7,1,1,1,0,14,129,20.0,0.0,35
7,1,1,1,0,7,79,20.0,0.0,36
7,1,1,1,0,13,129,32.0,0.0,36
7,1,1,1,0,25,129,20.0,0.0,36
7,1,1,1,0,22,79,20.0,0.0,36
7,1,1,1,0,20,57,20.0,0.0,48
7,1,1,1,0,61,140,90.0,0.0,27
7,1,1,1,0,104,140,104.0,0.0,44
7,1,1,1,0,6,145,27.0,0.0,36
7,1,1,1,0,39,26,34.0,0.0,36
7,1,1,1,0,35,129,35.0,0.0,36
7,1,1,1,0,17,26,32.0,0.0,36
7,1,1,1,0,50,79,27.0,0.0,36
7,1,1,1,0,11,57,32.0,0.0,36
7,1,1,1,0,63,118,54.0,0.0,36
7,1,1,1,0,99,118,49.0,0.0,33
7,1,1,1,0,55,129,20.0,0.0,36
7,1,1,1,0,7,79,20.0,0.0,36
7,1,1,1,0,97,129,28.0,0.0,46
7,1,1,10,0,34,56,20.0,0.0,34
7,1,1,10,0,76,79,38.0,0.0,36
7,1,1,10,0,20,123,25.0,0.0,36
7,1,1,10,0,48,53,18.0,0.0,36
7,1,1,10,0,13,102,27.0,0.0,36
7,1,1,10,0,47,63,74.0,0.0,37
7,1,1,10,0,5,57,16.0,0.0,36
7,1,1,10,0,13,56,37.0,0.0,36
7,1,1,10,0,11,145,15.0,0.0,36
7,1,1,10,0,6,53,32.0,0.0,36
7,1,1,10,0,13,118,36.0,0.0,36
7,1,1,10,0,44,26,10.0,0.0,63
7,1,1,10,0,1,57,10.0,0.0,36
7,1,1,10,0,6,57,14.0,0.0,36
7,1,1,10,0,2,4,13.0,0.0,36
7,1,1,10,0,4,71,39.0,0.0,36
7,1,1,10,0,156,139,10.0,0.0,36
7,1,1,10,0,100,129,26.0,0.0,36
7,1,1,10,0,34,79,18.0,0.0,34
7,1,1,10,0,5,121,67.0,0.0,36
7,1,1,10,0,50,57,22.0,0.0,32
7,1,1,10,0,83,23,80.0,0.0,43
7,1,1,10,0,34,57,35.0,0.0,36
7,1,1,10,0,10,129,46.0,0.0,36
7,1,1,10,0,32,79,16.0,0.0,24
7,1,1,10,0,105,18,10.0,0.0,36
7,1,1,10,0,33,118,15.0,0.0,36
7,1,1,10,0,34,118,14.0,0.0,36
7,1,1,10,0,52,90,27.0,0.0,36
7,1,1,10,0,5,26,26.0,0.0,36
7,1,1,10,0,47,129,10.0,0.0,36
7,1,1,10,0,18,140,26.0,0.0,43
7,1,1,10,0,53,23,54.0,0.0,42
7,1,1,10,0,55,125,13.0,0.0,36
7,1,1,10,0,49,63,54.0,0.0,36
7,1,1,10,0,9,4,23.0,0.0,23
7,1,1,10,0,1,56,10.0,0.0,36
7,1,1,10,0,6,145,17.0,0.0,36
7,1,1,10,0,60,57,11.0,0.0,36
7,1,1,10,0,54,53,80.0,0.0,28
7,1,1,10,0,2,106,16.0,0.0,36
7,1,1,10,0,54,44,66.0,0.0,36
7,1,1,10,0,77,43,80.0,0.0,36
7,1,1,10,0,17,118,13.0,0.0,36
7,1,1,10,0,12,68,29.0,0.0,36
7,1,1,10,0,3,118,15.0,0.0,36
7,1,1,10,0,51,118,77.0,0.0,61
7,1,1,10,0,77,118,62.0,0.0,36
7,1,1,10,0,97,129,20.0,0.0,42
7,1,1,10,0,4,53,68.0,0.0,36
7,1,1,10,0,18,11,74.0,0.0,36
7,1,1,10,0,32,140,80.0,0.0,29
7,1,1,10,0,27,41,10.0,0.0,36
7,1,1,10,0,8,129,14.0,0.0,22
7,1,1,10,0,1,56,10.0,0.0,36
7,1,1,10,0,23,118,51.0,0.0,36
7,1,1,10,0,2,79,10.0,0.0,36
7,1,1,10,0,6,26,18.0,0.0,36
7,1,1,10,0,18,4,53.0,0.0,36
7,1,1,10,0,13,129,33.0,0.0,36
7,1,1,10,0,49,23,10.0,0.0,34
7,1,1,10,0,36,63,24.0,0.0,36
7,1,1,10,0,4,129,10.0,0.0,30
7,1,1,10,0,135,140,10.0,0.0,21
7,1,1,10,0,43,118,33.0,0.0,38
7,1,1,10,0,30,129,10.0,0.0,49
7,1,1,10,0,68,26,77.0,0.0,36
7,1,1,10,0,101,18,10.0,0.0,36
7,1,1,10,0,6,118,10.0,0.0,36
7,1,1,0,0,1,129,20.0,0.0,44
7,1,1,0,0,6,102,20.0,0.0,36
7,1,1,0,0,40,139,53.0,0.0,36
7,1,1,0,0,5,56,21.0,0.0,36
7,1,1,0,0,6,26,32.0,0.0,36
7,1,1,0,0,3,118,20.0,0.0,30
7,1,1,0,0,33,63,29.0,0.0,36
7,1,1,0,0,1,69,20.0,0.0,36
7,1,1,0,0,2,56,20.0,0.0,36
7,1,1,0,0,37,68,20.0,0.0,36
7,1,1,0,0,5,118,20.0,0.0,36
7,1,1,0,0,5,113,38.0,0.0,48
8,0,1,25,0,5,56,78.0,31.2,118
8,0,1,25,1,81,56,124.0,49.6,118
8,0,1,25,0,8,56,31.0,12.4,118
10,1,1,25,0,36,32,75.0,28.5,48
12,0,1,25,0,8,19,15.0,6.0,55
12,0,1,25,0,5,19,15.0,6.0,30
13,0,1,22,0,40,118,0.96,0.27,48
13,0,1,22,0,110,118,8.4,2.35,48
13,0,1,22,0,41,118,0.58,0.16,48
13,0,1,22,0,118,118,0.96,0.27,48
13,0,1,22,0,130,118,31.67,8.88,48
13,0,1,22,0,138,118,0.96,0.27,48
13,0,1,22,0,6,118,1.8,0.5,48
13,0,1,22,0,130,118,150.45,42.18,48
13,0,1,22,0,110,118,4.88,1.37,48
9,0,1,8,0,7,129,22.0,7.7,54
9,0,1,8,0,5,129,18.0,6.3,64
9,0,1,8,0,3,79,18.0,6.3,38
9,0,1,8,0,17,88,22.0,7.7,51
9,0,1,8,0,4,129,18.0,6.3,64
9,0,1,8,0,35,26,26.0,9.1,45
9,0,1,8,0,4,126,26.0,9.1,41
9,0,1,8,0,13,79,22.0,7.7,69
9,0,1,8,0,15,26,35.0,12.25,32
9,0,1,8,0,6,68,26.0,9.1,28
9,0,1,8,0,2,57,18.0,6.3,64
9,0,1,8,0,25,129,22.0,7.7,46
9,0,1,8,0,50,56,44.0,15.4,49
9,0,1,8,0,53,57,37.0,12.95,44
9,0,1,8,0,5,79,18.0,6.3,50
9,0,1,8,0,21,26,26.0,9.1,54
9,0,1,8,0,51,126,26.0,9.1,35
9,0,1,8,0,181,129,22.0,7.7,51
9,0,1,8,0,39,53,26.0,9.1,35
9,0,1,8,0,243,129,37.0,12.95,31
9,0,1,8,0,66,63,26.0,9.1,48
9,0,1,8,0,9,4,35.0,12.25,34
9,0,1,25,0,5,56,45.0,15.75,62
9,0,1,25,0,17,102,33.0,11.55,41
9,0,1,25,1,46,140,138.0,48.3,56
9,0,1,25,0,18,140,121.0,42.35,77
9,0,1,25,0,38,63,147.0,51.45,43
7,1,0,1,0,6,129,20.0,0.0,36
1,0,0,25,0,4,26,40.0,14.0,55
1,0,0,25,0,14,53,40.0,14.0,55
2,0,1,9,0,4,118,17.55,4.39,29
2,0,1,9,0,7,118,23.4,5.85,52
2,0,1,9,0,13,118,38.35,9.59,32
2,0,1,9,0,29,118,57.0,14.25,52
2,0,1,9,0,4,118,17.55,4.39,31
2,0,1,9,0,28,118,71.0,17.75,30
2,0,1,9,0,29,118,69.55,17.39,24
2,0,1,9,0,14,118,38.35,9.59,72
2,0,1,9,0,6,118,23.4,5.85,59
2,0,1,17,0,15,118,0.0,10.89,25
2,0,1,17,0,18,118,31.85,7.96,25
2,0,1,4,0,370,118,252.85,63.21,62
2,0,1,4,0,366,118,187.85,46.96,58
2,0,1,4,0,365,118,252.85,63.21,37
2,0,1,4,0,374,118,252.85,63.21,46
2,0,1,4,0,365,118,187.85,46.96,29
2,0,1,4,0,371,118,252.85,63.21,24
2,0,1,3,0,365,118,389.35,97.34,37
2,0,1,3,0,386,118,389.35,97.34,62
2,0,1,3,0,376,118,389.35,97.34,36
2,0,1,3,0,387,118,0.0,97.34,60
6,1,1,16,0,12,4,118.8,71.28,31
6,1,1,16,0,7,4,0.0,17.82,29
6,1,1,16,0,26,4,0.0,53.46,39
6,1,1,16,0,70,23,0.0,95.04,29
6,1,1,16,0,4,129,0.0,17.82,33
6,1,1,16,0,149,91,0.0,5.94,31
6,1,1,16,0,7,138,19.8,11.88,35
6,1,1,16,0,8,129,59.4,35.64,31
6,1,1,16,0,8,68,49.5,29.7,31
6,1,1,16,0,39,61,29.7,17.82,37
6,1,1,16,0,10,79,0.0,23.76,31
6,1,1,16,0,2,79,9.9,5.94,53
6,1,1,16,0,187,41,0.0,17.82,31
6,1,1,16,0,7,23,9.9,5.94,71
6,1,1,16,0,34,4,49.5,29.7,45
6,1,1,16,0,22,4,19.8,11.88,45
6,1,1,16,0,25,129,39.6,23.76,42
7,1,1,1,0,27,129,20.0,0.0,36
7,1,1,1,0,3,79,20.0,0.0,40
7,1,1,1,0,31,26,37.0,0.0,36
7,1,1,1,0,54,129,20.0,0.0,36
7,1,1,1,0,5,26,37.0,0.0,36
7,1,1,1,0,176,140,97.0,0.0,45
7,1,1,1,0,3,57,35.0,0.0,47
7,1,1,1,0,17,102,65.0,0.0,36
7,1,1,1,0,21,26,22.0,0.0,36
7,1,1,1,0,15,53,31.0,0.0,38
7,1,1,1,0,44,26,26.0,0.0,36
7,1,1,1,0,9,4,30.0,0.0,36
7,1,1,1,0,48,140,112.0,0.0,44
7,1,1,1,0,166,122,112.0,0.0,36
7,1,1,1,0,19,26,28.0,0.0,36
7,1,1,1,0,11,129,24.0,0.0,53
7,1,1,1,0,40,140,112.0,0.0,31
7,1,1,1,0,62,4,51.0,0.0,36
7,1,1,1,0,89,68,52.0,0.0,22
7,1,1,1,0,5,79,27.0,0.0,43
7,1,1,1,0,17,129,24.0,0.0,36
7,1,1,1,0,81,57,31.0,0.0,36
7,1,1,1,0,106,110,22.0,0.0,36
7,1,1,1,0,11,129,20.0,0.0,36
7,1,1,1,0,120,63,36.0,0.0,36
7,1,1,1,0,16,102,23.0,0.0,36
7,1,1,1,0,71,26,55.0,0.0,36
7,1,1,1,1,66,26,35.0,0.0,36
7,1,1,1,0,29,56,32.0,0.0,36
7,1,1,1,0,32,35,112.0,0.0,36
7,1,1,1,0,16,123,21.0,0.0,36
7,1,1,1,0,73,79,39.0,0.0,52
7,1,1,1,0,41,5,112.0,0.0,36
7,1,1,1,0,12,129,20.0,0.0,36
7,1,1,1,0,19,56,28.0,0.0,36
7,1,1,1,0,39,23,192.0,0.0,57
7,1,1,1,0,34,53,21.0,0.0,36
7,1,1,1,0,19,56,42.0,0.0,36
7,1,1,10,0,32,68,73.0,0.0,36
7,1,1,10,0,5,57,25.0,0.0,37
7,1,1,10,0,49,63,41.0,0.0,36
7,1,1,10,0,14,68,46.0,0.0,36
7,1,1,10,0,193,140,10.0,0.0,61
7,1,1,10,0,2,145,10.0,0.0,26
7,1,1,10,0,52,118,10.0,0.0,36
7,1,1,10,0,56,129,12.0,0.0,36
7,1,1,10,0,3,7,21.0,0.0,36
7,1,1,10,0,23,26,23.0,0.0,36
7,1,1,10,0,37,4,14.0,0.0,29
7,1,1,10,0,47,139,34.0,0.0,36
7,1,1,10,0,2,57,10.0,0.0,36
7,1,1,10,0,8,79,15.0,0.0,31
7,1,1,10,0,42,57,11.0,0.0,36
7,1,1,10,0,71,118,10.0,0.0,34
7,1,1,10,0,69,102,12.0,0.0,36
7,1,1,10,0,9,4,33.0,0.0,36
7,1,1,10,0,12,63,47.0,0.0,36
7,1,1,10,0,7,118,10.0,0.0,36
7,1,1,10,0,242,129,70.0,0.0,36
7,1,1,10,0,41,79,15.0,0.0,36
7,1,1,10,0,110,140,80.0,0.0,27
7,1,1,10,0,12,118,14.0,0.0,36
7,1,1,10,0,22,57,10.0,0.0,40
7,1,1,10,0,20,44,80.0,0.0,42
7,1,1,10,0,49,26,14.0,0.0,27
7,1,1,10,0,17,79,10.0,0.0,34
7,1,1,10,0,32,23,80.0,0.0,35
7,1,1,10,0,7,126,10.0,0.0,30
7,1,1,10,0,228,63,31.0,0.0,36
7,1,1,10,0,8,140,10.0,0.0,35
7,1,1,10,0,94,140,55.0,0.0,27
7,1,1,10,0,2,26,16.0,0.0,36
7,1,1,10,0,103,41,60.0,0.0,36
7,1,1,10,0,4,118,20.0,0.0,36
7,1,1,10,0,78,5,80.0,0.0,36
7,1,1,10,0,92,26,29.0,0.0,36
7,1,1,10,0,151,26,32.0,0.0,36
7,1,1,10,0,2,27,10.0,0.0,36
7,1,1,10,0,14,57,18.0,0.0,36
7,1,1,10,0,8,79,10.0,0.0,36
7,1,1,10,0,21,118,10.0,0.0,36
7,1,1,10,0,7,79,10.0,0.0,36
7,1,1,10,0,49,63,31.0,0.0,33
7,1,1,10,0,6,25,46.0,0.0,36
7,1,1,10,0,14,68,35.0,0.0,36
7,1,1,10,0,11,53,22.0,0.0,36
7,1,1,10,0,102,140,10.0,0.0,27
7,1,1,10,0,15,68,11.0,0.0,36
7,1,1,10,0,19,129,15.0,0.0,49
7,1,1,10,0,12,79,11.0,0.0,36
7,1,1,10,0,20,57,12.0,0.0,26
7,1,1,10,0,50,140,76.0,0.0,26
7,1,1,0,0,17,56,20.0,0.0,36
7,1,1,0,0,8,118,33.0,0.0,36
7,1,1,0,0,9,56,20.0,0.0,36
7,1,1,0,0,1,129,20.0,0.0,33
7,1,1,0,0,58,118,20.0,0.0,36
7,1,1,0,0,8,102,20.0,0.0,36
7,1,1,0,0,5,79,20.0,0.0,36
7,1,1,0,0,15,139,56.0,0.0,43
7,1,1,0,0,18,118,37.0,0.0,36
7,1,1,0,0,4,79,20.0,0.0,44
7,1,1,0,0,96,68,20.0,0.0,24
7,1,1,0,0,81,140,20.0,0.0,25
7,1,1,0,0,11,129,20.0,0.0,61
10,1,1,25,0,51,57,28.0,10.64,48
10,1,1,25,0,41,91,95.0,36.1,48
12,0,1,25,0,1,19,15.0,6.0,36
13,0,1,22,0,129,118,5.51,1.55,48
9,0,1,8,0,13,138,36.0,12.6,36
9,0,1,8,0,43,102,42.0,14.7,43
9,0,1,8,0,7,88,18.0,6.3,35
9,0,1,8,0,11,102,18.0,6.3,44
9,0,1,8,0,23,53,26.0,9.1,54
9,0,1,8,0,16,71,22.0,7.7,38
9,0,1,8,0,19,129,22.0,7.7,63
9,0,1,8,0,9,26,26.0,9.1,47
9,0,1,8,0,7,68,26.0,9.1,58
9,0,1,8,0,82,57,22.0,7.7,55
9,0,1,8,0,53,88,18.0,6.3,43
9,0,1,8,0,13,26,35.0,12.25,31
9,0,1,8,0,48,26,26.0,9.1,38
9,0,1,8,0,12,129,18.0,6.3,42
9,0,1,8,0,39,26,35.0,12.25,42
9,0,1,8,0,52,57,33.0,11.55,26
9,0,1,8,0,2,26,22.0,7.7,73
9,0,1,8,0,10,57,22.0,7.7,40
9,0,1,8,0,2,79,18.0,6.3,61
9,0,1,8,0,241,102,37.0,12.95,43
9,0,1,25,0,74,4,58.0,20.3,55
9,0,1,25,0,7,63,45.0,15.75,43
9,0,1,25,0,7,4,45.0,15.75,37
0,1,1,25,0,24,41,58.0,22.04,22
1,0,1,2,0,10,102,25.07,8.77,48
2,0,1,9,0,208,118,17.55,4.39,55
2,0,1,9,0,43,118,61.1,15.28,45
2,0,1,9,0,40,118,65.65,16.41,54
2,0,1,9,0,31,118,0.0,16.41,23
2,0,1,9,0,11,118,30.55,7.64,30
2,0,1,17,0,3,118,24.05,6.01,38
2,0,1,17,0,31,118,49.0,12.25,42
2,0,1,17,0,31,118,49.0,12.25,48
2,0,1,17,0,5,118,37.0,9.25,33
2,0,1,17,0,42,118,24.05,6.01,19
2,0,1,17,0,4,118,24.05,6.01,30
2,0,1,13,0,31,118,46.15,11.54,45
2,0,1,4,0,366,118,252.85,63.21,54
2,0,1,3,0,373,118,389.35,97.34,26
6,1,1,16,0,30,4,89.1,53.46,36
6,1,1,16,0,4,93,29.7,17.82,34
6,1,1,16,0,34,91,59.4,35.64,47
6,1,1,16,0,12,139,0.0,5.94,61
6,1,1,16,0,7,79,49.5,29.7,38
6,1,1,16,0,315,96,29.7,17.82,31
6,1,1,16,0,20,139,39.6,23.76,58
6,1,1,16,0,221,140,39.6,23.76,50
6,1,1,16,0,8,129,19.8,11.88,43
6,1,1,16,0,12,4,0.0,59.4,31
6,1,1,16,0,72,122,39.6,23.76,39
6,1,1,16,0,39,4,49.5,29.7,43
6,1,1,16,0,18,4,0.0,47.52,31
6,1,1,16,0,25,4,59.4,35.64,53
6,1,1,16,0,67,129,29.7,17.82,30
6,1,1,16,0,7,79,29.7,17.82,56
6,1,1,16,0,22,129,39.6,23.76,46
6,1,1,16,0,37,46,59.4,35.64,31
6,1,1,16,0,69,44,49.5,29.7,41
6,1,1,16,0,39,4,79.2,47.52,50
6,1,1,16,0,75,72,69.3,41.58,41
6,1,1,16,0,89,79,39.6,23.76,31
6,1,1,16,0,11,139,0.0,17.82,53
